0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
142,5,3,1,0,0,4,0,2,4,4,3,5,5,4,4,5,0,5,5,0,0,3,5,5,0,1,2,3,4,0,3,0,5,4,5,5,4,0,2,3,0,0,2,0,0,0,0,5,3,0,2,0,4,0,0,4,5,5,0,4,0,4,5,0,0,1,5,0,0,1,4,3,0,0,0,0,4,1,0,4,3,5,3,5,0,2,4,3,4,0,0,0,0,4,0
143,2,5,0,0,1,0,0,3,5,4,4,4,2,1,4,3,5,3,4,0,0,0,0,5,5,0,3,0,5,0,4,0,2,0,4,5,4,5,0,0,0,0,4,0,0,5,0,4,5,0,0,4,5,5,3,0,0,4,0,5,0,5,0,1,0,0,5,2,5,5,0,0,0,3,0,5,3,5,3,5,0,0,2,2,0,5,4,0,2,5,0,4,0,0,0
144,0,0,3,5,0,5,3,4,0,3,0,0,0,4,4,0,3,3,0,4,3,0,0,5,4,5,0,5,0,2,4,0,4,4,0,4,0,5,3,0,4,4,4,0,0,0,0,1,1,5,0,4,0,0,0,5,4,4,0,5,1,4,5,0,0,1,4,4,2,1,0,5,0,0,5,4,0,4,2,0,4,0,0,0,0,5,5,2,4,4,0,0,0,4,4
145,0,0,5,5,4,3,0,0,5,5,5,0,3,0,0,0,0,5,0,0,0,0,3,3,0,5,4,0,5,5,1,0,0,2,0,5,1,0,4,3,0,0,0,4,4,4,0,2,4,2,4,3,4,3,0,0,4,4,0,0,4,5,0,5,4,4,0,5,5,2,2,1,2,0,4,0,5,4,0,5,0,5,0,4,0,0,3,4,0,3,3,0,4,5,0
146,4,2,0,2,0,4,5,0,5,0,0,0,0,3,3,4,5,0,4,0,3,3,0,0,0,4,0,0,0,3,1,0,0,0,0,4,0,3,0,4,4,0,5,4,0,5,0,0,0,3,4,1,0,0,2,1,4,3,0,3,5,0,4,0,4,1,4,3,1,3,0,5,0,4,5,5,0,0,5,4,4,0,5,5,0,1,4,0,0,4,3,4,1,5,0
147,5,0,0,0,0,4,0,0,4,0,0,2,4,5,0,0,0,0,0,4,4,0,3,5,0,4,4,0,2,0,5,4,0,4,0,4,0,0,4,4,4,1,0,4,0,0,0,0,4,0,0,5,4,3,5,0,3,0,3,4,5,3,0,5,4,0,0,0,5,2,0,3,5,5,5,4,4,4,4,3,2,4,4,4,5,4,1,5,0,0,0,0,0,0,5
148,4,3,5,5,5,4,1,0,0,0,4,3,0,4,0,0,5,3,1,1,3,4,4,0,2,5,0,4,5,0,5,0,4,0,4,4,5,5,3,0,0,5,0,0,4,4,3,5,3,0,3,4,0,5,1,1,0,5,1,0,1,4,5,0,3,0,0,3,0,0,0,0,1,0,4,0,4,5,3,1,1,3,3,3,0,0,0,5,4,0,4,0,0,4,0
149,3,0,3,4,3,3,0,4,2,4,0,3,5,0,0,3,0,4,4,4,0,0,4,0,5,0,4,0,0,4,0,4,5,0,4,5,3,1,0,3,0,4,5,5,0,0,5,5,4,0,5,0,0,0,4,0,4,5,4,4,0,3,0,0,3,2,1,5,4,3,5,5,0,2,4,5,4,5,0,3,0,2,5,5,4,5,3,1,4,0,5,5,5,0,0
150,0,0,0,0,1,0,5,0,0,4,0,5,5,0,0,4,3,2,4,4,0,0,0,0,4,0,0,5,0,0,0,5,0,4,1,4,2,0,0,4,5,0,0,0,0,3,3,3,4,0,0,5,5,4,4,1,2,0,5,0,5,5,5,4,5,0,0,4,1,4,0,5,0,4,5,4,4,0,0,0,5,0,5,0,5,3,2,3,4,0,0,1,5,5,0
151,0,0,0,1,0,0,0,2,4,3,5,0,2,3,2,0,2,0,0,1,0,3,0,0,4,4,0,2,0,3,0,1,4,0,0,5,0,5,4,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,4,0,4,0,5,0,3,0,0,4,1,1,5,0,3,3,5,4,5,0,5,0,1,0,0,3,0,5,0,0,0,1,5,0,4,1,0,5,0,4,0
152,4,1,5,5,4,5,0,4,0,5,0,1,0,1,2,0,5,0,0,0,3,0,0,2,5,4,4,3,5,1,3,4,5,0,5,3,4,0,4,4,4,0,0,1,0,0,5,0,0,5,0,4,3,3,3,4,4,4,0,0,5,0,5,4,4,0,4,1,0,4,4,0,0,3,4,5,1,4,0,0,0,0,3,5,4,3,5,5,3,0,1,1,5,0,4
153,0,1,1,4,0,3,0,4,0,0,1,4,4,3,0,5,3,4,0,5,0,0,0,5,4,4,4,5,0,5,3,5,5,5,2,0,5,3,0,2,0,4,1,0,5,5,0,0,3,4,0,0,0,4,4,4,4,5,5,4,0,3,0,5,4,3,4,3,5,0,0,3,0,0,2,4,0,4,0,3,0,0,2,4,0,1,3,0,3,4,4,1,2,4,0
154,0,0,0,4,4,0,0,0,0,0,0,0,4,0,4,2,2,2,4,2,0,0,0,0,0,5,5,0,4,0,0,0,0,5,0,3,2,0,0,0,2,0,0,5,0,3,0,0,0,0,5,0,1,5,0,2,4,5,0,0,5,3,1,0,3,0,0,4,0,5,3,2,3,0,0,0,4,0,5,5,0,0,5,0,5,4,0,0,3,4,0,0,3,0,5
155,0,0,5,0,5,4,0,0,4,4,0,4,0,0,3,0,4,0,4,3,5,2,4,0,5,4,0,0,0,5,0,5,2,0,5,4,4,4,5,3,5,5,4,3,0,0,0,3,0,1,4,0,4,0,0,4,1,4,0,5,0,0,4,0,4,5,2,0,5,5,5,0,0,0,0,2,5,0,4,5,5,5,4,4,1,5,4,0,0,0,5,1,5,2,0
156,5,4,0,5,0,5,5,4,0,0,0,3,5,0,0,0,0,0,0,4,5,2,5,1,0,5,0,5,4,0,4,0,5,0,0,0,4,2,4,4,0,5,4,2,5,1,5,0,5,5,0,5,0,0,4,5,0,1,4,4,3,0,4,0,4,0,0,5,4,5,0,5,0,3,4,2,4,0,4,0,0,0,5,4,0,5,5,0,0,2,4,2,3,0,0
157,0,0,0,4,0,5,5,4,5,0,5,0,1,0,4,0,1,0,4,5,5,1,4,5,0,0,5,0,0,0,5,0,0,4,5,3,3,3,0,1,0,0,3,5,0,1,0,3,0,4,0,2,5,4,0,1,4,0,5,5,0,4,0,5,0,0,2,3,0,4,4,3,1,1,4,4,4,4,5,0,0,4,0,5,0,0,0,4,5,5,3,3,4,5,0
158,0,4,0,1,5,0,3,5,4,2,3,0,4,3,0,4,4,3,5,5,0,5,1,0,2,4,4,0,0,4,5,5,0,5,4,4,3,3,0,0,4,3,5,0,0,1,0,5,1,1,0,3,0,5,4,0,1,4,5,0,5,0,4,0,4,0,5,4,1,5,2,3,0,4,5,0,0,0,0,0,3,4,2,5,0,5,0,0,3,5,4,0,1,4,5
159,2,0,2,0,3,5,0,4,4,5,0,3,2,0,4,3,0,2,5,4,0,5,5,0,1,3,4,5,0,0,5,0,0,5,0,0,0,4,0,4,5,5,5,4,0,5,0,5,4,4,0,0,5,5,5,5,0,0,0,0,0,0,1,4,5,5,2,0,0,0,4,4,4,4,5,5,0,4,5,0,5,0,0,5,0,4,5,0,3,4,0,0,5,0,4
160,4,0,0,0,0,3,0,4,0,0,4,0,3,5,0,5,3,4,4,0,5,0,4,2,5,0,0,0,0,5,0,0,0,0,2,0,4,5,0,5,5,5,0,2,0,0,4,5,0,5,0,4,5,0,0,0,4,0,0,0,5,4,2,0,3,1,0,0,0,3,0,1,0,5,0,0,0,0,4,4,3,0,4,0,0,4,1,4,4,4,0,2,3,5,3
161,0,0,0,0,4,2,0,0,0,0,0,5,5,4,0,0,2,5,0,5,5,5,0,4,4,0,0,2,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,5,0,5,5,0,5,3,0,5,5,4,0,0,5,0,1,0,5,3,0,0,4,5,3,0,4,1,0,0,0,5,5,5,5,3,0,4,0,4,5,1,2,5,0,4,4,0,5,0,5
162,0,5,0,3,0,4,4,4,0,4,0,4,5,3,0,0,3,0,3,5,5,2,0,0,0,5,0,0,4,3,0,0,0,4,0,0,0,0,5,4,3,0,0,0,4,0,0,5,5,5,0,3,1,4,3,5,4,0,4,5,0,4,5,3,4,4,4,0,0,4,0,4,5,1,4,3,0,5,2,0,1,0,0,5,4,1,4,0,4,3,5,4,0,4,3
163,0,0,4,0,0,0,4,5,0,3,0,5,5,1,1,4,0,4,0,0,4,0,5,0,3,0,1,4,4,5,5,0,4,3,0,4,0,0,0,4,5,4,5,5,4,5,5,0,1,5,0,5,0,3,0,2,0,5,0,5,5,4,3,5,5,5,5,3,4,5,4,4,3,2,0,3,4,0,0,5,0,4,2,5,5,0,2,0,5,0,0,0,2,4,5
164,2,2,0,4,0,5,0,0,4,5,5,0,5,2,3,3,5,3,5,5,5,1,3,0,4,1,5,0,5,0,0,4,4,4,1,0,4,0,0,3,3,0,0,5,0,4,0,0,0,4,5,4,0,3,0,2,0,5,1,0,0,0,0,0,0,0,2,1,2,5,4,0,4,5,5,5,5,0,0,3,0,0,4,3,4,3,4,5,5,4,0,0,5,5,5
165,2,2,0,3,3,0,4,4,0,2,3,2,5,2,2,4,4,0,0,3,4,5,0,5,4,3,0,0,5,4,0,0,0,4,5,5,0,0,5,5,3,0,0,0,4,0,0,4,3,3,2,4,4,0,0,5,4,0,0,1,4,0,5,0,4,0,4,4,0,4,0,0,0,5,4,4,0,0,5,5,3,0,2,0,0,5,4,4,0,0,0,5,0,5,0
166,3,0,5,0,0,0,5,3,4,0,2,5,0,0,5,4,3,5,4,5,0,0,0,0,5,0,1,0,4,0,5,4,0,4,1,3,0,4,0,3,4,4,3,5,0,3,1,1,5,1,0,4,5,0,0,2,5,0,0,0,0,5,0,5,5,3,0,0,2,4,5,4,4,2,0,0,1,5,4,4,4,0,0,3,4,0,0,0,0,1,4,0,0,4,5
167,5,0,2,0,4,0,3,3,5,5,2,0,4,0,5,3,5,0,0,0,5,0,1,3,5,5,0,3,0,3,5,0,3,3,3,5,5,4,0,5,0,0,4,3,4,4,4,0,5,5,0,0,2,0,3,0,4,0,0,2,3,5,4,4,0,3,0,5,2,5,4,4,4,2,3,0,5,5,0,0,2,0,4,4,4,5,0,0,0,3,1,3,2,4,5
168,0,0,4,4,0,0,0,4,4,4,5,5,1,5,4,2,0,5,0,0,5,1,5,0,4,5,5,0,0,0,0,0,3,5,5,0,3,0,5,0,0,0,0,0,0,0,0,0,4,5,5,4,4,4,5,3,3,0,0,3,0,3,4,0,5,0,4,0,4,4,5,4,5,2,0,0,0,0,4,0,3,3,0,5,0,5,4,0,0,1,5,0,2,0,5
169,3,3,1,4,3,3,2,4,5,4,3,4,5,0,0,5,0,0,2,3,5,4,0,1,5,0,5,2,5,5,5,5,1,0,4,1,0,5,4,4,0,2,0,0,5,0,0,0,4,0,3,3,5,5,5,4,4,0,4,3,0,5,3,4,0,0,4,3,2,0,5,1,5,4,0,3,3,2,5,0,3,4,2,3,1,3,0,4,4,4,4,5,0,4,4
170,2,5,0,0,4,4,4,0,0,4,5,4,0,5,1,0,2,5,5,5,5,1,4,0,3,0,0,0,0,4,0,0,0,4,3,3,3,4,0,2,5,5,4,0,4,5,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,5,2,0,0,4,4,3,4,4,0,0,3,5,1,0,0,5,4,0,3,2,4,0,3,5,1,4,4,3,1,0,0,4,5
171,0,3,4,3,0,2,0,0,4,0,0,5,4,4,5,4,0,2,4,5,5,4,0,0,3,0,0,0,3,0,2,5,5,0,5,0,2,4,5,0,0,4,5,0,1,0,0,0,5,4,5,0,4,4,0,4,4,4,0,2,0,5,5,0,3,0,0,3,4,4,0,5,5,3,4,0,0,5,4,4,0,0,3,4,4,4,5,0,0,0,3,5,5,0,5
172,1,5,4,0,1,4,4,0,4,4,0,0,0,0,3,0,3,0,4,4,2,5,0,3,4,5,1,5,5,5,0,5,4,0,0,2,2,4,0,0,5,0,0,4,0,4,5,0,5,2,4,4,3,3,0,2,0,1,0,5,0,1,4,0,2,0,4,3,0,0,0,1,0,5,0,4,5,0,3,4,0,3,0,0,4,4,0,4,5,0,3,0,0,0,0
173,4,0,0,0,0,3,3,0,3,1,0,5,4,3,4,0,4,5,4,0,0,4,0,5,0,0,4,0,0,0,0,0,0,0,2,0,4,5,0,4,5,0,4,0,0,3,0,0,0,0,4,5,0,5,4,5,5,0,0,0,3,0,0,4,4,0,0,2,5,0,0,0,4,0,4,3,0,0,5,3,3,0,0,1,0,4,5,1,3,3,0,5,0,0,3
174,3,5,1,3,4,4,4,0,5,2,4,0,0,0,0,5,4,4,5,0,0,4,0,0,0,0,4,3,3,5,0,5,5,3,5,0,0,5,0,0,4,0,0,4,1,0,4,0,4,0,5,4,4,4,5,0,0,4,4,0,0,0,0,0,0,0,0,1,5,2,4,4,5,4,3,5,0,0,0,0,0,0,0,0,5,4,4,0,5,0,4,4,4,2,1
175,0,0,0,5,0,5,3,4,0,0,0,0,0,3,0,0,2,0,4,0,0,4,4,5,0,2,4,2,0,5,4,5,5,0,5,0,3,0,4,0,5,3,0,2,0,0,5,0,5,3,4,4,0,3,3,4,0,5,5,4,0,5,2,0,0,5,0,5,4,2,3,3,4,3,0,0,1,4,3,4,0,5,4,4,4,0,0,2,5,0,5,1,0,2,2
176,3,5,4,4,4,0,0,3,4,4,1,0,0,3,5,0,5,4,5,5,5,0,0,4,0,4,4,3,4,4,3,3,0,0,0,4,4,5,4,0,0,0,0,5,4,0,0,0,1,4,4,0,4,4,0,4,0,0,0,4,0,0,4,2,0,4,0,4,0,4,3,4,0,5,4,4,0,0,1,4,0,4,1,5,0,4,3,5,0,0,2,0,0,0,0
177,5,4,1,0,0,0,4,1,2,5,4,5,3,4,4,4,4,1,0,2,0,0,0,4,3,0,5,5,0,0,4,5,0,0,1,0,4,0,0,4,5,0,0,4,0,0,5,0,0,4,5,5,5,1,4,4,3,4,5,4,3,0,4,4,0,3,0,4,0,2,4,5,5,0,0,0,5,0,5,1,2,0,0,0,0,3,0,5,5,3,0,0,5,0,0
178,0,4,0,3,4,0,4,5,5,4,3,5,0,0,0,5,5,5,2,4,4,4,4,5,0,4,4,0,0,5,0,3,5,3,2,0,4,2,4,5,0,4,5,2,0,5,5,0,3,0,1,4,2,1,4,0,0,3,0,0,5,0,4,4,4,4,0,3,3,3,2,0,0,0,0,0,3,0,0,0,0,4,3,0,5,0,3,0,0,4,0,4,4,0,0
179,0,4,4,0,3,0,5,5,4,0,4,3,4,0,4,0,0,0,0,4,0,4,0,4,0,0,0,3,5,2,3,5,5,4,0,0,1,1,3,1,0,0,0,3,0,0,4,4,5,4,0,3,4,5,4,2,1,0,0,0,1,0,0,0,4,0,5,2,5,4,0,5,0,3,3,4,0,5,5,5,0,3,0,3,0,2,3,4,2,5,4,4,0,0,4
180,5,3,4,4,5,2,5,0,5,0,5,2,4,5,0,0,4,4,0,5,5,0,0,1,4,3,3,0,0,0,4,0,0,5,4,0,2,0,0,0,0,0,5,5,5,0,0,5,4,4,0,0,0,4,2,5,4,0,4,0,0,5,1,0,5,0,1,0,0,5,0,4,0,0,0,3,0,0,0,5,0,0,4,2,0,5,4,3,3,5,0,5,5,0,0
181,2,5,5,0,0,4,0,1,0,4,5,4,4,3,4,3,1,4,0,0,4,4,5,5,5,4,5,0,0,0,0,0,2,0,0,0,5,5,0,5,0,5,0,5,0,3,0,0,0,4,0,0,5,0,4,0,0,0,1,5,0,0,0,5,5,5,3,0,3,0,3,4,0,5,5,3,0,1,0,0,0,0,0,2,5,3,5,0,0,0,5,5,4,0,0
182,0,0,0,0,5,0,0,0,0,4,3,5,4,4,1,5,4,0,4,0,0,0,4,0,0,2,4,5,0,5,3,5,0,0,0,4,5,0,4,2,2,0,3,4,0,0,0,0,5,5,4,5,0,4,0,4,1,0,0,0,1,4,0,0,0,0,0,2,4,3,2,1,4,4,5,5,0,5,5,0,0,5,5,0,4,0,5,5,0,0,0,0,0,5,0
183,0,0,2,1,0,2,5,0,0,1,0,5,0,0,0,4,5,2,5,0,4,0,4,3,2,0,0,0,0,2,3,0,0,4,0,0,0,4,0,0,5,0,5,0,0,3,0,0,1,0,4,5,0,5,4,5,3,5,0,0,5,5,4,1,5,4,0,4,4,3,0,0,0,4,4,5,2,0,5,1,0,3,0,0,0,4,3,4,0,0,5,5,0,2,3
184,0,1,1,4,5,0,0,4,0,5,0,0,5,0,0,0,4,5,5,1,4,5,0,4,0,5,0,5,4,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,2,3,2,5,0,2,0,5,1,0,5,5,0,4,3,5,0,5,3,5,5,5,5,5,0,3,5,5,0,1,3,0,5,4,4,0,5,0,5,4,4,5,5,0,4,0
185,0,0,3,3,5,4,4,0,1,0,4,5,4,5,4,5,1,2,3,3,5,4,5,4,0,0,0,5,5,5,5,5,4,1,0,0,4,0,4,0,0,4,0,0,3,3,5,4,5,0,2,0,0,0,0,4,0,0,4,5,3,5,4,0,0,4,0,0,0,4,0,3,4,0,3,0,0,4,5,5,3,0,3,0,0,4,5,4,4,0,3,0,4,3,0
186,0,5,0,0,5,2,0,2,3,4,0,0,4,0,4,4,4,0,4,0,2,5,0,0,0,0,4,1,4,0,0,5,2,1,3,4,3,5,0,5,5,0,0,4,5,3,0,0,2,5,4,0,2,3,3,0,4,0,5,4,4,5,0,0,4,5,0,5,0,5,2,0,3,0,0,3,0,3,5,5,4,5,0,0,0,5,0,0,5,0,5,3,4,0,5
187,3,0,4,0,5,4,3,0,5,4,0,3,5,2,0,0,5,4,4,4,4,5,1,4,4,0,0,4,4,0,4,0,0,4,5,5,5,5,0,0,3,0,0,0,0,0,0,5,5,5,0,0,0,0,5,5,5,4,0,0,0,0,4,4,4,1,0,5,4,0,5,4,5,5,0,0,0,5,4,5,5,0,0,4,3,2,2,4,3,0,1,5,2,2,5
188,2,4,5,4,5,0,5,4,3,4,0,0,5,0,0,5,3,4,0,2,3,0,0,0,0,3,3,4,5,4,3,3,0,0,4,0,0,4,0,4,1,0,5,0,4,4,4,4,4,4,0,5,0,0,5,0,5,0,0,2,1,4,4,0,0,0,0,1,1,0,3,0,1,2,0,0,1,0,4,4,0,2,3,0,3,0,0,1,4,4,0,0,5,0,5
189,5,0,0,4,5,4,0,5,5,5,0,0,0,0,3,4,1,0,4,4,0,3,0,0,5,0,0,3,5,2,5,4,5,5,3,0,0,0,0,5,0,0,4,1,5,1,0,3,5,5,4,0,2,0,0,4,0,4,5,4,5,0,4,5,0,1,4,0,0,5,0,0,4,3,3,0,3,5,1,0,5,0,0,5,3,4,0,5,4,5,0,0,4,4,0
190,1,2,0,5,5,4,5,3,0,1,4,4,2,0,4,0,5,0,4,5,5,0,0,3,5,4,4,0,4,5,0,5,4,5,1,4,5,5,4,0,4,0,1,0,5,4,4,3,2,1,0,0,5,5,0,4,4,5,0,0,0,4,4,5,5,4,0,3,0,5,5,0,0,5,5,0,0,1,5,1,5,0,0,4,4,0,0,5,1,0,3,4,5,5,0
191,0,3,1,0,3,0,4,5,0,0,0,0,5,0,3,0,4,5,5,5,3,0,3,1,4,5,2,3,5,4,0,4,0,5,4,2,0,5,5,1,0,1,0,4,3,4,0,5,0,4,4,3,0,4,4,0,0,2,2,2,3,0,0,0,0,2,4,0,4,0,4,0,2,0,4,4,5,3,3,0,0,0,0,5,4,3,0,5,4,5,0,0,5,0,3
192,5,5,0,2,0,4,5,1,5,4,0,0,5,0,0,1,4,0,4,4,0,5,5,5,4,0,3,3,0,2,1,5,4,5,4,0,5,4,0,3,1,0,5,0,3,3,5,1,4,3,0,1,4,4,4,3,0,3,5,5,3,2,4,4,5,0,0,4,5,1,0,5,0,0,4,0,0,5,5,4,0,5,0,1,0,1,5,0,0,4,4,3,0,4,4
193,0,5,2,2,2,0,0,5,0,3,0,5,0,0,4,4,5,4,3,5,0,0,4,5,4,4,0,0,2,1,5,4,0,0,3,2,3,0,5,4,0,0,4,3,0,0,4,4,0,0,5,0,4,5,4,0,4,4,4,0,3,2,4,5,5,5,0,0,5,5,3,0,0,0,3,5,0,0,4,0,5,0,5,5,4,1,5,0,2,4,4,5,3,5,4
194,3,0,5,3,4,0,0,0,0,0,0,0,0,0,0,3,5,5,5,0,3,3,3,0,0,0,0,0,0,5,5,0,3,0,1,0,0,4,5,5,4,4,5,0,0,0,0,0,4,5,0,0,0,2,5,3,2,3,5,5,4,3,5,0,4,3,5,4,5,5,4,5,0,0,5,4,3,0,5,5,0,0,0,1,3,0,0,4,5,3,0,4,5,5,1
195,0,1,0,0,0,0,0,0,0,0,4,3,5,0,0,0,5,0,0,4,3,3,3,2,0,0,4,4,0,4,0,0,0,5,0,0,0,5,2,5,0,2,3,0,4,3,0,0,4,4,4,3,0,5,3,0,5,2,2,3,1,0,5,5,1,0,0,0,0,1,4,0,0,0,5,4,0,3,0,4,4,0,4,0,4,0,4,4,4,5,1,0,2,2,1
196,3,5,3,4,4,5,0,0,5,4,0,5,0,3,4,0,5,3,0,0,5,0,0,0,4,0,0,0,4,4,3,0,0,4,4,0,0,0,3,3,4,4,4,4,0,5,0,4,5,0,0,0,4,2,4,3,0,0,3,0,3,3,0,2,5,5,0,4,5,4,0,5,0,0,3,0,5,4,5,3,4,0,0,3,3,4,3,3,3,4,3,5,5,2,3
197,4,4,4,5,5,0,3,4,0,5,0,0,0,0,0,5,0,5,4,3,3,2,4,4,4,4,0,0,2,5,5,2,5,0,4,4,0,5,0,3,4,5,0,4,3,0,4,0,5,5,5,4,0,4,5,0,4,5,4,4,0,2,0,0,4,5,0,1,5,0,0,0,0,4,4,0,4,0,5,5,0,5,0,0,5,2,4,0,1,4,5,0,2,5,0
198,4,5,0,0,4,0,4,0,0,4,0,4,5,0,2,3,0,0,0,5,4,4,5,4,5,3,0,4,4,3,0,0,5,4,5,3,0,5,5,4,4,2,5,0,5,0,5,0,4,0,3,4,0,0,5,3,0,0,0,5,0,5,0,3,0,0,0,0,0,0,0,1,0,0,4,5,3,5,5,4,0,0,3,4,4,5,4,5,5,5,1,5,0,4,2
199,4,0,1,4,0,0,4,4,5,0,0,4,5,0,0,5,5,5,1,3,4,3,5,5,0,0,4,0,5,0,5,3,5,2,4,4,4,0,1,4,4,5,0,4,3,4,0,0,5,4,4,0,3,4,3,2,0,0,5,3,5,0,0,3,4,0,4,3,0,0,1,1,0,0,1,4,5,4,4,1,5,4,3,4,0,2,5,3,4,4,2,0,0,0,5
200,4,0,5,5,5,0,5,0,0,0,1,0,4,0,2,1,0,2,0,0,0,0,3,0,3,0,0,2,0,4,0,0,3,0,0,4,0,5,0,0,4,0,5,4,5,5,4,0,0,0,0,1,0,3,0,5,4,4,0,5,0,1,0,2,0,0,3,0,4,4,1,0,5,0,0,0,4,4,4,0,0,5,0,0,4,4,3,5,2,4,4,5,4,5,4
201,5,4,0,5,0,1,3,0,4,0,0,5,0,4,5,5,3,4,0,5,0,4,5,0,0,1,5,5,5,5,4,4,1,5,0,0,0,0,0,0,4,5,0,5,4,3,3,0,4,4,0,4,5,5,0,0,2,0,0,3,4,0,4,4,5,0,0,3,2,0,4,0,0,0,0,0,3,4,4,0,2,0,0,4,0,0,0,0,0,4,5,0,4,0,0
202,5,5,3,3,0,0,3,5,0,0,4,0,5,4,0,0,5,2,4,5,0,4,5,4,5,4,0,5,5,0,5,4,0,0,2,1,3,0,4,0,4,0,2,0,5,0,0,1,1,3,5,0,0,0,0,0,0,0,1,4,0,4,4,2,4,3,5,5,0,3,5,5,3,4,5,4,2,0,0,0,0,4,3,2,5,1,0,3,0,4,5,5,0,4,4
203,4,4,0,0,4,0,0,2,0,3,1,3,3,2,4,1,0,0,5,0,0,0,0,3,0,3,3,3,3,5,1,0,4,0,5,1,4,0,0,4,4,0,5,0,0,5,3,0,4,5,3,0,4,0,1,5,4,0,0,0,0,0,4,5,4,0,0,5,4,5,4,0,3,2,0,5,5,4,5,5,4,2,4,3,3,4,5,0,5,0,5,2,4,3,0
204,0,1,0,5,0,0,5,4,0,0,4,5,3,5,5,0,3,2,4,5,3,0,1,0,5,0,4,3,0,3,3,5,0,0,0,1,5,5,4,0,3,2,4,5,1,5,5,0,5,4,5,5,0,0,0,5,3,4,5,0,5,4,0,5,0,4,0,2,5,0,0,4,5,5,0,0,0,0,4,4,4,1,0,0,0,3,0,3,0,3,0,5,0,0,4
205,5,4,0,1,0,0,0,1,3,4,4,5,4,4,0,4,5,5,0,0,2,5,5,0,0,0,5,0,0,0,3,3,4,3,0,0,3,0,2,2,3,0,5,0,4,3,3,3,0,0,5,0,5,5,3,4,4,0,5,5,3,2,5,4,4,3,0,3,4,0,4,0,0,0,4,0,4,4,3,5,0,4,0,0,0,5,0,4,3,4,0,0,3,4,0
206,3,3,4,4,2,0,5,4,0,0,5,5,4,0,0,5,0,0,0,5,0,0,3,0,0,5,5,5,0,2,4,4,0,0,1,2,5,0,3,0,0,0,0,4,0,4,4,0,2,4,0,5,3,3,0,0,3,0,3,0,0,0,4,0,0,0,1,0,4,0,0,0,5,4,0,4,0,4,3,3,3,4,5,1,0,5,5,2,5,0,0,5,5,5,1
207,4,3,4,0,2,1,0,0,2,4,0,5,0,4,4,0,3,3,5,0,5,4,4,0,0,0,0,0,4,5,0,0,3,5,2,2,4,4,5,0,0,5,0,4,4,5,5,4,1,5,5,0,4,0,2,0,2,5,5,3,5,0,5,5,1,5,0,1,3,2,1,4,4,1,0,4,5,0,3,0,5,5,0,0,0,5,0,0,3,0,5,0,3,0,0
208,0,0,2,0,5,5,0,4,3,5,0,0,0,4,4,3,2,4,3,5,4,5,4,1,0,0,5,5,0,5,5,3,5,3,0,1,0,0,5,0,4,0,5,5,4,3,0,5,3,5,0,4,3,2,5,4,4,4,0,0,1,0,5,3,0,4,0,0,0,4,5,0,0,5,0,5,5,1,5,2,5,1,1,4,1,5,4,3,5,5,3,4,5,3,4
209,0,3,0,0,5,0,1,5,4,0,0,4,5,3,4,4,0,3,5,4,5,0,4,0,1,0,4,5,5,0,5,0,3,4,5,0,5,0,0,0,4,0,4,4,4,0,0,5,0,0,4,0,0,5,4,0,4,1,0,4,4,1,4,4,4,0,1,0,0,2,4,5,3,5,0,0,4,0,0,0,5,0,0,0,3,0,5,2,0,5,0,4,3,4,0
210,5,0,4,5,3,4,5,0,3,0,1,4,4,0,0,3,0,5,4,4,3,0,4,5,2,0,0,4,4,0,3,4,4,3,0,2,5,0,0,0,3,0,5,3,3,3,4,4,0,0,2,0,0,5,5,4,4,0,0,5,0,0,0,0,5,4,0,5,5,5,4,3,5,3,5,0,0,4,5,4,4,3,0,0,4,0,5,4,0,4,5,5,0,0,3
211,0,0,0,2,0,0,0,0,0,0,5,2,4,0,4,5,0,1,5,5,4,5,5,0,4,4,0,0,0,0,5,0,0,0,0,0,1,0,0,5,3,0,1,0,5,0,2,0,4,1,0,5,1,1,3,5,5,0,0,0,5,4,4,0,4,0,4,5,5,4,0,0,0,0,5,0,0,5,0,0,3,0,5,2,1,4,4,4,0,0,3,0,4,4,0
212,4,5,4,5,4,0,5,5,5,5,0,4,5,0,4,0,3,4,0,1,1,2,5,0,4,0,0,5,4,0,0,4,0,0,0,4,0,5,0,4,0,5,5,4,3,4,5,4,0,4,0,2,0,0,4,5,4,4,3,4,0,1,0,0,4,5,0,0,4,5,5,0,0,3,5,0,5,0,5,0,3,1,0,0,5,4,5,0,0,0,0,0,0,0,0
